"Version","Task","Concept","Att 1 - Brand","Att 2 - Verified Buyer Ratings","Att 3 - Mattress Type","Att 4 - Firmness","Att 5 - Trial Period","Att 6 - Warranty","Att 7 - Price (Queen)"
144,4,2,13,3,4,4,2,2,3
144,4,3,6,2,5,3,1,4,7
144,4,4,10,5,3,1,3,3,4
144,5,1,8,2,2,1,2,1,1
144,5,2,1,4,4,4,1,3,7
144,5,3,3,5,1,3,4,4,2
144,5,4,12,1,3,2,3,2,4
144,6,1,4,4,3,4,3,4,6
144,6,2,15,2,2,2,4,3,3
144,6,3,13,5,1,3,1,1,5
144,6,4,2,3,5,5,2,2,1
144,7,1,16,1,5,5,2,3,1
144,7,2,10,4,3,2,1,4,3
144,7,3,14,5,1,3,4,2,6
144,7,4,11,3,4,1,3,1,7
144,8,1,5,3,4,4,2,1,4
144,8,2,6,2,5,5,1,2,5
144,8,3,9,1,2,1,4,4,2
144,8,4,7,4,3,2,3,3,7
144,9,1,14,2,2,3,3,1,2
144,9,2,16,3,5,4,4,3,5
144,9,3,11,5,4,5,1,4,1
144,9,4,7,1,1,1,2,2,4
144,10,1,9,2,4,3,3,4,3
144,10,2,1,4,5,2,1,2,2
144,10,3,13,1,2,4,2,3,5
144,10,4,10,5,1,1,4,1,6
144,11,1,5,3,3,5,1,1,7
144,11,2,3,4,4,1,3,2,3
144,11,3,8,2,5,3,2,3,4
144,11,4,6,5,1,4,4,4,6
144,12,1,12,5,5,3,2,4,3
144,12,2,2,3,2,5,1,2,6
144,12,3,15,1,3,2,4,3,1
144,12,4,4,2,4,4,3,1,5
145,1,1,11,3,3,1,3,1,4
145,1,2,3,4,2,5,2,2,2
145,1,3,5,1,1,2,4,3,1
145,1,4,14,2,4,4,1,4,7
145,2,1,13,4,5,2,2,3,1
145,2,2,15,5,2,3,3,2,2
145,2,3,10,1,1,5,1,1,5
145,2,4,12,3,3,1,4,4,3
145,3,1,1,5,1,3,2,2,7
145,3,2,9,3,2,5,4,4,3
145,3,3,16,2,3,1,3,1,6
145,3,4,8,1,4,2,1,3,4
145,4,1,6,4,5,4,3,3,2
145,4,2,2,1,4,2,2,1,5
145,4,3,7,2,1,3,4,2,7
145,4,4,4,5,3,5,1,4,1
145,5,1,8,2,1,2,4,3,7
145,5,2,14,3,5,1,1,4,4
145,5,3,4,4,2,4,3,2,6
145,5,4,9,1,4,3,2,1,3
145,6,1,2,4,5,5,4,4,5
145,6,2,13,3,2,4,2,1,1
145,6,3,12,5,3,1,1,3,4
145,6,4,7,2,1,2,3,2,6
145,7,1,1,5,4,1,1,3,5
145,7,2,6,1,2,4,3,1,2
145,7,3,10,3,5,5,4,2,3
145,7,4,3,4,3,3,2,4,4
145,8,1,5,4,5,2,3,2,2
145,8,2,11,1,2,3,1,3,1
145,8,3,15,5,3,4,2,4,7
145,8,4,16,3,1,1,4,1,6
145,9,1,5,4,2,4,4,4,5
145,9,2,15,1,5,1,2,1,4
145,9,3,12,2,4,5,1,2,7
145,9,4,3,3,1,3,3,3,6
145,10,1,7,3,5,1,3,2,6
145,10,2,13,4,2,4,1,3,2
145,10,3,1,5,4,2,4,1,1
145,10,4,10,2,3,5,2,4,3
145,11,1,11,5,1,2,3,3,4
145,11,2,16,2,3,5,4,1,5
145,11,3,9,1,4,3,2,4,1
145,11,4,4,3,2,4,1,2,3
145,12,1,6,2,3,1,2,4,2
145,12,2,8,4,5,2,1,3,4
145,12,3,2,5,4,5,3,2,1
145,12,4,14,1,1,3,4,1,7
146,1,1,10,3,5,2,4,2,5
146,1,2,16,1,4,3,1,3,6
146,1,3,4,4,3,1,3,1,7
146,1,4,13,5,2,4,2,4,3
146,2,1,11,3,5,2,2,4,5
146,2,2,2,2,1,5,3,1,2
146,2,3,7,5,2,1,1,2,3
146,2,4,15,1,4,4,4,3,1
146,3,1,9,2,1,3,3,2,4
146,3,2,8,4,3,5,2,3,6
146,3,3,12,5,5,4,4,1,7
146,3,4,1,1,4,2,1,4,2
146,4,1,3,3,3,3,4,4,4
146,4,2,14,1,4,2,1,1,3
146,4,3,6,2,1,5,3,3,5
146,4,4,5,4,2,1,2,2,6
146,5,1,6,2,5,4,3,2,2
146,5,2,5,3,3,3,1,3,1
146,5,3,7,5,1,5,2,1,5
146,5,4,15,4,2,1,4,4,7
146,6,1,4,1,2,5,4,3,1
146,6,2,8,2,5,2,2,1,3
146,6,3,2,5,4,3,3,4,6
146,6,4,3,3,3,4,1,2,2
146,7,1,16,3,2,3,2,4,1
146,7,2,10,2,5,4,4,2,4
146,7,3,14,4,1,1,3,1,7
146,7,4,12,1,4,5,1,3,2
146,8,1,11,3,2,5,1,4,5
146,8,2,1,5,1,1,4,1,7
146,8,3,9,2,4,3,3,2,3
146,8,4,13,4,3,2,2,3,4
146,9,1,14,5,3,2,4,1,7
146,9,2,10,1,5,4,3,2,6
146,9,3,4,2,4,5,2,3,4
146,9,4,11,4,1,1,1,4,5
146,10,1,1,3,1,4,2,4,3
146,10,2,15,5,3,3,1,2,6
146,10,3,9,4,2,1,4,1,1
146,10,4,16,1,5,2,3,3,2
146,11,1,6,1,5,5,2,1,3
146,11,2,7,2,3,1,3,4,5
146,11,3,5,3,1,2,4,3,2
146,11,4,3,5,4,3,1,2,1
146,12,1,8,2,3,1,3,1,7
146,12,2,13,3,1,2,1,4,4
146,12,3,12,4,2,4,2,2,6
146,12,4,2,1,5,5,4,3,1
147,1,1,13,2,1,2,4,4,3
147,1,2,15,4,2,3,2,1,5
147,1,3,9,3,3,1,1,2,2
147,1,4,12,5,4,4,3,3,4
147,2,1,16,1,4,5,3,4,7
147,2,2,4,5,2,4,2,3,6
147,2,3,1,2,1,1,1,2,1
147,2,4,8,4,5,3,4,1,5
147,3,1,7,4,4,4,3,2,4
147,3,2,10,5,2,2,2,1,7
147,3,3,3,1,3,3,4,3,3
147,3,4,5,3,5,5,1,4,2
147,4,1,2,3,4,1,2,4,6
147,4,2,11,1,5,3,3,1,5
147,4,3,14,5,3,2,4,3,7
147,4,4,6,2,2,4,1,2,4
147,5,1,9,3,2,3,2,3,1
147,5,2,8,1,5,1,3,2,2
147,5,3,14,4,1,5,4,1,6
147,5,4,16,5,3,4,1,4,3
147,6,1,11,3,3,3,3,1,5
147,6,2,13,5,2,4,4,2,1
147,6,3,12,4,1,5,1,3,2
147,6,4,2,2,4,2,2,4,3
147,7,1,7,2,5,1,2,3,6
147,7,2,4,5,3,4,3,1,3
147,7,3,10,1,1,2,1,2,4
147,7,4,15,4,4,5,4,4,7
147,8,1,6,4,5,3,4,4,1
147,8,2,3,1,4,2,2,1,2
147,8,3,5,3,2,5,3,2,6
147,8,4,1,2,1,1,1,3,7
147,9,1,7,5,1,1,3,2,7
147,9,2,2,1,4,2,2,4,3
147,9,3,5,4,2,4,4,1,5
147,9,4,10,3,3,3,1,3,4
147,10,1,14,1,4,3,1,3,6
147,10,2,12,4,1,1,2,1,2
147,10,3,4,2,5,5,3,2,4
147,10,4,13,3,3,2,4,4,5
147,11,1,6,1,1,1,1,4,4
147,11,2,9,3,4,2,3,3,2
147,11,3,8,2,5,4,4,1,5
147,11,4,3,5,2,5,2,2,1
147,12,1,11,2,3,3,4,3,6
147,12,2,1,5,5,5,1,4,7
147,12,3,16,3,4,2,3,1,3
147,12,4,15,4,2,4,2,2,1
148,1,1,7,1,1,3,3,1,4
148,1,2,8,2,5,1,1,4,1
148,1,3,2,5,2,4,2,3,7
148,1,4,9,4,3,5,4,2,5
148,2,1,10,2,4,3,3,4,4
148,2,2,13,1,1,4,2,2,2
148,2,3,16,3,2,5,1,3,6
148,2,4,6,5,3,1,4,1,3
148,3,1,4,3,1,4,1,4,3
148,3,2,14,2,3,5,2,2,6
148,3,3,12,4,5,2,4,1,1
148,3,4,15,5,2,1,3,3,7
148,4,1,11,2,1,5,3,4,6
148,4,2,1,4,4,2,2,2,2
148,4,3,3,1,5,3,1,1,5
148,4,4,5,3,2,4,4,3,4
148,5,1,13,5,4,1,1,2,5
148,5,2,2,1,3,3,4,1,7
148,5,3,8,3,1,4,2,4,3
148,5,4,11,4,5,2,3,3,2
148,6,1,15,5,5,3,3,1,4
148,6,2,10,4,3,2,2,4,1
148,6,3,9,2,2,1,1,3,3
148,6,4,3,1,4,5,4,2,6
148,7,1,4,3,2,2,4,1,1
148,7,2,1,1,5,1,1,4,5
148,7,3,12,5,3,3,2,2,7
148,7,4,5,4,1,5,3,3,2
148,8,1,16,5,3,2,4,3,6
148,8,2,7,4,2,5,3,2,4
148,8,3,14,2,4,4,1,1,1
148,8,4,6,1,5,1,2,4,7
148,9,1,1,2,4,3,1,2,3
148,9,2,13,4,5,1,2,1,2
148,9,3,3,5,3,5,3,4,1
148,9,4,6,3,1,4,4,3,5
148,10,1,4,4,3,1,2,4,5
148,10,2,9,1,2,2,1,3,6
148,10,3,14,2,1,3,3,1,3
148,10,4,11,3,4,4,4,2,7
148,11,1,12,3,4,3,3,3,2
148,11,2,8,1,1,4,4,4,4
148,11,3,16,5,5,2,2,2,3
148,11,4,2,2,2,5,1,1,5
148,12,1,15,2,3,3,4,2,6
148,12,2,10,4,1,1,3,4,7
148,12,3,7,5,2,4,1,3,2
148,12,4,5,3,5,5,2,1,4
149,1,1,12,3,1,5,3,1,6
149,1,2,3,1,4,2,1,3,1
149,1,3,10,2,2,4,4,2,4
149,1,4,16,4,5,1,2,4,5
149,2,1,2,5,4,3,4,1,2
149,2,2,1,1,3,2,2,4,7
149,2,3,7,2,5,4,1,3,3
149,2,4,13,3,2,5,3,2,1
149,3,1,8,1,4,1,3,2,2
149,3,2,14,3,2,4,1,4,4
149,3,3,9,5,3,3,2,1,1
149,3,4,6,4,1,2,4,3,5
149,4,1,5,5,4,5,4,3,6
149,4,2,4,4,3,2,1,2,2
149,4,3,15,2,1,3,3,1,7
149,4,4,11,1,5,1,2,4,3
149,5,1,6,3,5,4,3,1,6
149,5,2,7,1,3,2,1,3,4
149,5,3,11,4,1,3,2,4,7
149,5,4,1,5,2,5,4,2,3
149,6,1,13,2,4,1,1,3,1
149,6,2,9,1,1,4,2,1,6
149,6,3,8,4,2,2,4,2,5
149,6,4,2,5,5,5,3,4,2
149,7,1,16,5,5,4,1,4,7
149,7,2,12,2,3,1,2,3,3
149,7,3,5,3,4,3,3,1,4
149,7,4,15,1,2,2,4,2,5
149,8,1,4,2,3,5,4,3,6
149,8,2,10,1,5,4,3,2,3
149,8,3,14,3,1,3,2,4,4
149,8,4,3,4,4,1,1,1,1
149,9,1,8,4,2,5,3,1,5
149,9,2,2,5,3,1,4,3,2
149,9,3,12,3,1,2,1,4,1
149,9,4,1,2,4,3,2,2,7
149,10,1,3,1,5,3,2,2,4
149,10,2,9,4,1,4,1,1,3
149,10,3,7,3,3,1,3,3,2
149,10,4,5,5,2,2,4,4,1
149,11,1,14,5,3,3,2,3,6
149,11,2,10,4,1,4,3,2,7
149,11,3,16,3,2,1,4,4,1
149,11,4,15,2,4,5,1,1,5
149,12,1,13,5,2,1,4,3,5
149,12,2,6,1,4,2,1,1,2
149,12,3,11,4,1,3,3,4,4
149,12,4,4,2,5,5,2,2,3
150,1,1,13,3,3,4,4,2,7
150,1,2,10,4,2,3,3,1,3
150,1,3,4,1,5,5,2,4,6
150,1,4,7,2,4,2,1,3,4
150,2,1,5,1,3,2,2,3,7
150,2,2,11,2,4,1,4,4,1
150,2,3,9,5,1,4,1,2,6
150,2,4,2,3,5,5,3,1,5
150,3,1,12,4,1,2,2,2,6
150,3,2,8,2,3,4,4,3,1
150,3,3,1,1,2,3,3,4,3
150,3,4,15,5,4,1,1,1,2
150,4,1,16,2,1,1,2,1,2
150,4,2,3,3,5,5,3,4,7
150,4,3,6,5,3,4,4,2,5
150,4,4,14,1,4,3,1,3,4
150,5,1,6,4,5,2,4,4,3
150,5,2,16,3,2,5,2,3,5
150,5,3,10,2,1,3,1,2,1
150,5,4,15,1,4,4,3,1,6
150,6,1,12,3,2,1,3,1,7
150,6,2,11,4,5,5,4,4,2
150,6,3,7,5,3,2,2,2,4
150,6,4,5,1,1,4,1,3,1
150,7,1,2,5,2,2,4,3,4
150,7,2,4,4,4,1,1,2,5
150,7,3,14,2,5,3,2,1,7
150,7,4,1,3,3,5,3,4,3
150,8,1,3,4,2,2,3,3,4
150,8,2,8,1,4,5,2,2,3
150,8,3,9,3,5,1,4,1,6
150,8,4,13,5,3,3,1,4,2
150,9,1,8,4,5,5,1,4,2
150,9,2,16,2,1,4,4,1,7
150,9,3,12,3,4,3,2,3,5
150,9,4,4,5,3,2,3,2,1
150,10,1,2,5,5,2,4,1,3
150,10,2,15,1,1,1,2,2,6
150,10,3,7,2,2,4,3,3,7
150,10,4,1,3,3,3,1,4,4
150,11,1,9,3,5,3,4,4,5
150,11,2,13,2,2,4,3,3,2
150,11,3,5,4,4,5,2,2,1
150,11,4,3,1,1,1,1,1,6
150,12,1,14,5,3,1,2,2,2
150,12,2,11,4,1,2,4,1,4
150,12,3,6,2,2,5,3,4,6
150,12,4,10,1,4,4,1,3,3
151,1,1,1,5,5,1,1,2,6
151,1,2,9,3,2,4,4,1,1
151,1,3,6,2,1,5,3,4,7
151,1,4,8,4,4,2,2,3,5
151,2,1,10,5,4,5,4,3,4
151,2,2,5,4,5,1,2,1,2
151,2,3,14,2,2,4,3,2,1
151,2,4,11,1,3,3,1,4,5
151,3,1,13,3,3,2,1,3,7
151,3,2,7,4,4,5,3,1,2
151,3,3,12,5,5,4,4,4,5
151,3,4,2,1,1,3,2,2,3
151,4,1,3,2,2,3,4,4,3
151,4,2,16,5,5,4,3,1,4
151,4,3,4,3,1,1,2,3,6
151,4,4,15,1,3,2,1,2,1
151,5,1,2,2,3,1,2,1,5
151,5,2,12,4,1,2,4,4,3
151,5,3,1,1,4,5,3,3,4
151,5,4,16,3,2,3,1,2,7
151,6,1,15,2,3,5,3,3,7
151,6,2,11,5,1,4,1,2,6
151,6,3,6,4,2,1,2,1,2
151,6,4,9,1,4,2,4,4,1
151,7,1,3,1,4,5,3,1,3
151,7,2,10,5,1,2,4,3,7
151,7,3,14,3,5,3,2,4,2
151,7,4,13,2,3,4,1,2,5
151,8,1,4,4,5,3,2,3,4
151,8,2,8,3,2,1,3,1,1
151,8,3,7,1,4,4,4,4,5
151,8,4,5,2,3,2,1,2,6
151,9,1,1,1,3,2,1,1,1
151,9,2,3,5,1,1,2,3,7
151,9,3,15,4,5,5,4,2,3
151,9,4,8,3,2,3,3,4,2
151,10,1,2,3,1,3,2,1,2
151,10,2,5,2,4,4,3,4,1
151,10,3,7,5,5,5,1,2,6
151,10,4,13,4,2,1,4,3,4
151,11,1,12,5,4,5,3,2,5
151,11,2,10,1,1,4,1,3,7
151,11,3,14,2,2,2,4,4,3
151,11,4,6,4,5,1,2,1,4
151,12,1,4,1,2,5,1,1,2
151,12,2,9,2,1,1,2,3,1
151,12,3,11,3,3,3,4,4,6
151,12,4,16,5,5,2,3,2,5
152,1,1,11,2,1,2,4,4,6
152,1,2,1,3,3,4,2,1,3
152,1,3,9,4,4,3,3,2,7
152,1,4,16,5,5,1,1,3,4
152,2,1,7,3,4,3,2,2,7
152,2,2,3,2,1,2,4,4,1
152,2,3,13,4,2,5,3,3,2
152,2,4,2,1,3,4,1,1,6
152,3,1,6,3,4,1,1,2,6
152,3,2,4,4,5,3,2,3,5
152,3,3,8,5,3,4,3,1,4
152,3,4,5,1,2,5,4,4,3
152,4,1,10,1,3,1,4,3,7
152,4,2,15,4,2,3,3,4,2
152,4,3,12,3,4,5,1,1,4
152,4,4,14,2,5,2,2,2,1
152,5,1,4,5,1,4,1,3,3
152,5,2,14,4,2,1,3,1,1
152,5,3,16,2,3,3,2,4,5
152,5,4,15,1,5,5,4,2,7
152,6,1,3,3,4,2,2,2,6
152,6,2,9,1,5,1,1,4,5
152,6,3,5,5,1,4,3,3,2
152,6,4,1,2,3,5,4,1,3
152,7,1,8,3,4,2,3,1,4
152,7,2,2,4,1,4,4,3,2
152,7,3,11,5,2,3,2,2,1
152,7,4,7,1,5,1,1,4,7
152,8,1,10,4,3,4,3,3,6
152,8,2,12,2,2,5,4,4,5
152,8,3,13,5,4,3,1,2,3
152,8,4,6,3,1,2,2,1,4
152,9,1,12,4,2,2,4,4,6
152,9,2,16,3,4,3,2,2,7
152,9,3,14,1,1,5,3,1,3
152,9,4,4,2,5,4,1,3,4
152,10,1,10,1,5,2,4,4,1
152,10,2,1,2,4,3,2,3,5
152,10,3,9,5,3,1,3,2,2
152,10,4,2,4,2,5,1,1,6
152,11,1,8,3,3,1,3,1,1
152,11,2,13,1,5,5,2,2,2
152,11,3,3,5,1,4,4,3,5
152,11,4,5,2,4,2,1,4,3
152,12,1,7,4,1,3,4,4,7
152,12,2,15,3,3,1,3,1,4
152,12,3,11,5,2,4,1,3,6
152,12,4,6,2,5,2,2,2,3
153,1,1,8,1,1,1,4,3,4
153,1,2,9,3,2,4,2,1,7
153,1,3,1,4,3,3,3,2,5
153,1,4,16,5,4,5,1,4,1
153,2,1,3,1,1,2,2,1,2
153,2,2,12,4,3,1,4,3,1
153,2,3,2,5,2,4,3,2,4
153,2,4,7,3,5,3,1,4,6
153,3,1,10,3,1,2,1,1,2
153,3,2,6,2,4,5,2,2,5
153,3,3,11,4,5,3,3,4,7
153,3,4,14,5,3,4,4,3,3
153,4,1,13,3,3,2,2,4,1
153,4,2,5,4,5,4,1,3,7
153,4,3,4,2,4,5,3,2,5
153,4,4,15,1,2,1,4,1,6
153,5,1,6,2,1,5,4,3,2
153,5,2,10,5,2,1,1,4,4
153,5,3,2,4,5,2,3,2,7
153,5,4,14,1,4,3,2,1,3
153,6,1,15,5,2,3,4,1,5
153,6,2,13,3,3,5,3,4,1
153,6,3,11,2,4,4,1,2,4
153,6,4,7,1,1,1,2,3,3
153,7,1,12,2,4,5,3,4,4
153,7,2,1,1,2,1,4,1,6
153,7,3,9,4,3,4,1,3,2
153,7,4,8,3,1,2,2,2,5
153,8,1,3,5,5,3,3,1,3
153,8,2,16,3,3,5,2,4,1
153,8,3,5,2,4,2,4,3,6
153,8,4,4,1,2,1,1,2,2
153,9,1,2,3,2,5,3,3,1
153,9,2,7,1,3,2,2,2,6
153,9,3,11,4,5,3,1,1,5
153,9,4,9,5,1,4,4,4,7
153,10,1,3,4,4,3,1,1,7
153,10,2,6,2,1,1,3,4,2
153,10,3,15,5,5,4,2,3,3
153,10,4,12,1,2,5,4,2,4
153,11,1,1,5,4,2,1,3,2
153,11,2,16,2,1,4,3,1,1
153,11,3,10,3,3,3,4,2,7
153,11,4,5,4,5,1,2,4,5
153,12,1,8,5,1,4,2,3,3
153,12,2,14,4,3,1,3,2,4
153,12,3,4,1,5,5,1,1,5
153,12,4,13,3,2,2,4,4,6
154,1,1,16,5,2,2,4,4,3
154,1,2,10,2,4,3,2,3,6
154,1,3,1,1,5,4,3,1,4
154,1,4,13,4,1,5,1,2,2
154,2,1,12,5,5,2,1,2,3
154,2,2,11,3,3,1,2,1,7
154,2,3,8,2,4,3,4,4,1
154,2,4,15,4,2,5,3,3,6
154,3,1,2,1,4,4,3,3,5
154,3,2,9,3,3,1,4,2,4
154,3,3,4,5,5,5,1,4,1
154,3,4,5,2,1,3,2,1,2
154,4,1,3,2,3,1,1,3,7
154,4,2,6,3,1,4,2,4,2
154,4,3,7,1,2,2,3,1,1
154,4,4,14,4,4,3,4,2,5
154,5,1,16,2,3,2,2,1,4
154,5,2,13,1,5,4,1,3,6
154,5,3,1,3,4,1,4,2,3
154,5,4,10,4,2,3,3,4,7
154,6,1,12,2,5,4,3,4,7
154,6,2,7,4,4,1,4,1,3
154,6,3,11,5,1,5,1,2,2
154,6,4,2,3,3,3,2,3,6
154,7,1,14,5,1,5,2,1,4
154,7,2,8,1,2,2,3,2,1
154,7,3,5,3,3,1,1,3,5
154,7,4,4,4,4,3,4,4,3
154,8,1,9,5,2,5,1,4,5
154,8,2,15,3,3,1,2,3,6
154,8,3,6,2,1,2,4,1,1
154,8,4,3,1,5,4,3,2,7
154,9,1,1,5,2,3,2,2,4
154,9,2,14,1,4,2,3,3,7
154,9,3,4,2,1,5,4,1,2
154,9,4,12,4,5,4,1,4,5
154,10,1,15,5,4,2,1,1,1
154,10,2,11,4,5,4,3,2,2
154,10,3,10,2,1,3,2,4,4
154,10,4,6,1,2,5,4,3,3
154,11,1,5,1,2,2,3,3,7
154,11,2,2,2,1,3,4,4,2
154,11,3,13,5,5,4,1,2,3
154,11,4,3,3,3,1,2,1,6
154,12,1,16,3,4,5,4,2,4
154,12,2,9,5,2,2,3,1,6
154,12,3,8,2,5,4,2,3,5
154,12,4,7,4,3,1,1,4,1
155,1,1,9,3,3,1,1,3,1
155,1,2,7,4,1,5,2,2,4
155,1,3,11,1,4,3,4,4,5
155,1,4,3,2,2,4,3,1,7
155,2,1,5,1,4,3,2,2,5
155,2,2,6,5,5,5,3,1,6
155,2,3,1,4,1,2,4,4,3
155,2,4,4,3,3,1,1,3,2
155,3,1,16,5,4,3,1,1,4
155,3,2,10,2,2,2,3,2,1
155,3,3,12,1,3,4,4,3,2
155,3,4,13,3,1,1,2,4,7
155,4,1,8,2,4,4,1,4,6
155,4,2,14,5,1,2,3,1,4
155,4,3,15,1,3,3,4,2,5
155,4,4,2,4,5,5,2,3,3
155,5,1,9,5,3,3,3,4,3
155,5,2,2,1,4,4,1,1,2
155,5,3,14,4,2,5,2,2,7
155,5,4,10,3,5,1,4,3,6
155,6,1,13,5,4,4,1,1,2
155,6,2,15,2,5,2,2,3,1
155,6,3,1,4,1,1,3,2,5
155,6,4,12,3,2,5,4,4,6
155,7,1,11,1,1,3,4,2,1
155,7,2,8,2,5,1,2,4,3
155,7,3,7,3,2,5,1,3,7
155,7,4,3,4,3,2,3,1,4
155,8,1,6,1,4,3,4,1,7
155,8,2,5,2,2,2,2,3,2
155,8,3,4,3,5,1,3,2,3
155,8,4,16,4,1,4,1,4,6
155,9,1,15,3,2,4,4,1,1
155,9,2,3,5,3,5,3,2,4
155,9,3,5,1,5,2,1,4,2
155,9,4,16,4,1,1,2,3,5
155,10,1,7,1,2,4,4,2,6
155,10,2,10,2,3,5,3,3,3
155,10,3,11,5,4,3,2,4,1
155,10,4,9,3,5,2,1,1,4
155,11,1,14,2,1,1,1,4,7
155,11,2,4,5,4,5,4,3,5
155,11,3,8,3,5,4,3,2,2
155,11,4,1,4,3,3,2,1,1
155,12,1,2,5,4,5,4,3,4
155,12,2,13,1,1,3,2,1,5
155,12,3,6,2,3,2,3,4,7
155,12,4,12,4,2,1,1,2,6
156,1,1,1,3,1,2,1,3,4
156,1,2,12,2,3,3,2,1,1
156,1,3,2,4,2,4,4,2,3
156,1,4,14,1,4,5,3,4,2
156,2,1,16,1,1,4,1,2,3
156,2,2,13,5,5,1,4,1,5
156,2,3,9,2,4,5,2,4,7
156,2,4,6,3,2,3,3,3,6
156,3,1,8,3,1,4,2,1,5
156,3,2,15,1,2,3,3,3,3
156,3,3,7,4,5,2,4,2,1
156,3,4,11,5,3,1,1,4,4
156,4,1,10,1,1,4,3,1,3
156,4,2,4,4,4,5,1,4,6
156,4,3,5,2,5,1,4,2,7
156,4,4,3,5,3,2,2,3,2
156,5,1,13,5,3,2,3,4,6
156,5,2,9,4,4,1,1,3,7
156,5,3,11,3,2,3,2,1,1
156,5,4,7,2,5,5,4,2,2
156,6,1,8,2,5,5,3,2,5
156,6,2,4,5,4,2,2,1,2
156,6,3,12,3,2,3,1,3,4
156,6,4,3,4,3,4,4,4,6
156,7,1,14,1,1,1,1,3,4
156,7,2,6,4,3,5,3,2,1
156,7,3,10,3,5,3,4,1,5
156,7,4,15,2,2,2,2,4,3
156,8,1,2,5,4,1,3,1,1
156,8,2,16,3,2,2,4,3,6
156,8,3,5,4,5,3,1,2,5
156,8,4,1,1,1,4,2,4,7
156,9,1,2,1,3,1,4,3,3
156,9,2,5,5,4,4,3,2,4
156,9,3,6,3,5,3,2,1,2
156,9,4,16,2,1,5,1,4,7
156,10,1,3,4,2,1,1,3,7
156,10,2,7,2,1,4,3,2,4
156,10,3,8,1,4,2,2,1,6
156,10,4,14,5,3,5,4,4,2
156,11,1,12,4,2,2,3,1,7
156,11,2,13,1,3,5,2,4,1
156,11,3,9,2,5,1,1,2,5
156,11,4,11,3,4,4,4,3,3
156,12,1,15,4,3,1,1,1,1
156,12,2,10,3,4,4,4,4,3
156,12,3,4,5,1,3,3,3,5
156,12,4,1,1,5,2,2,2,4
157,1,1,3,5,2,5,2,2,2
157,1,2,6,2,1,3,4,3,6
157,1,3,7,3,5,4,1,1,4
157,1,4,8,4,4,2,3,4,5
157,2,1,4,3,4,2,3,4,1
157,2,2,10,1,3,5,1,3,2
157,2,3,5,2,2,1,4,1,6
157,2,4,12,5,1,3,2,2,7
157,3,1,16,2,2,3,3,3,3
157,3,2,1,1,3,5,1,1,7
157,3,3,13,5,1,1,4,2,5
157,3,4,2,4,5,4,2,4,4
157,4,1,15,1,3,1,3,4,1
157,4,2,9,2,2,5,1,2,2
157,4,3,14,5,4,3,2,1,3
157,4,4,11,4,5,4,4,3,6
157,5,1,10,2,5,1,2,2,3
157,5,2,2,1,2,5,1,3,6
157,5,3,9,5,3,4,4,4,4
157,5,4,12,3,1,2,3,1,7
157,6,1,15,5,5,4,1,2,2
157,6,2,13,1,3,5,4,1,4
157,6,3,8,4,4,2,3,4,5
157,6,4,7,3,1,3,2,3,1
157,7,1,5,4,1,1,4,1,2
157,7,2,16,2,2,2,3,2,3
157,7,3,6,3,4,3,2,3,7
157,7,4,3,5,3,4,1,4,6
157,8,1,4,1,1,3,1,2,1
157,8,2,1,4,5,2,4,3,5
157,8,3,11,3,2,5,2,4,3
157,8,4,14,2,4,1,3,1,7
157,9,1,4,2,3,2,2,4,2
157,9,2,16,4,4,1,1,1,6
157,9,3,10,5,1,5,4,3,1
157,9,4,6,3,5,3,3,2,5
157,10,1,3,5,5,3,1,3,1
157,10,2,1,3,1,5,3,4,6
157,10,3,8,1,2,4,2,1,4
157,10,4,11,4,3,2,4,2,3
157,11,1,2,2,2,4,4,2,5
157,11,2,9,4,3,3,2,3,2
157,11,3,12,3,1,2,1,4,7
157,11,4,14,1,4,1,3,1,4
157,12,1,7,3,3,3,1,3,1
157,12,2,13,1,4,4,3,4,6
157,12,3,5,5,5,1,4,2,5
157,12,4,15,2,2,5,2,1,2
158,1,1,4,2,4,1,2,1,4
158,1,2,5,1,2,2,3,3,7
158,1,3,11,5,1,4,4,2,1
158,1,4,14,4,5,5,1,4,3
158,2,1,10,4,5,3,2,2,2
158,2,2,3,2,3,5,4,3,6
158,2,3,6,5,2,4,3,1,5
158,2,4,9,3,1,2,1,4,3
158,3,1,13,5,2,4,2,2,3
158,3,2,7,4,3,3,3,1,6
158,3,3,1,2,1,2,4,3,4
158,3,4,12,1,4,1,1,4,7
158,4,1,2,1,4,1,4,3,4
158,4,2,16,4,3,3,1,1,1
158,4,3,15,5,2,2,2,4,2
158,4,4,8,3,5,5,3,2,7
158,5,1,5,2,4,5,2,1,5
158,5,2,8,3,1,1,1,3,7
158,5,3,11,4,3,2,4,4,2
158,5,4,16,1,5,4,3,2,6
158,6,1,2,1,4,3,3,3,4
158,6,2,14,5,1,1,1,4,3
158,6,3,13,2,2,5,2,2,1
158,6,4,9,3,5,4,4,1,5
158,7,1,4,4,3,3,2,3,4
158,7,2,7,1,1,1,4,2,1
158,7,3,15,2,4,5,1,1,3
158,7,4,3,5,5,4,3,4,6
158,8,1,10,2,1,1,1,2,2
158,8,2,12,4,4,5,4,4,4
158,8,3,6,5,5,4,3,3,5
158,8,4,1,3,2,2,2,1,7
158,9,1,1,3,2,2,1,4,6
158,9,2,7,1,3,3,3,3,5
158,9,3,8,5,1,4,4,2,3
